PMID|DCOM|DP|REC|ACC|PM
5775291|19690506|1969 Mar|N/A|N/A|1969/03/01
25006617|20140709|2013 Sep|N/A|N/A|2014/07/10
4224530|19670208|1966|N/A|N/A|1966/01/01
30557035|20191118|2019 Aug|N/A|N/A|2018/12/18
21128079|20110602|2011 Mar|2010/07/25|2010/10/20|2010/12/04
7845730|19950303|1994 Nov|N/A|N/A|1994/11/01
1836565|19920130|1991 Oct 26|N/A|N/A|1991/10/26
28844427|20171031|2017 Oct|2017/07/11|2017/07/13|2017/08/29
9536646|19980428|1998 Jan|N/A|N/A|1998/04/16
29663894|20180911|2018|2017/11/28|2018/04/11|2018/04/18
21047802|20110923|2011 Feb|N/A|N/A|2010/11/05
8049593|19940908|1994 May|N/A|N/A|1994/05/01
15124927|20050125|2004 Apr|N/A|N/A|2004/05/06
5312102|19701210|1970|N/A|N/A|1970/01/01
14806763|20040215|1951 Mar 8|N/A|N/A|1951/03/08
12605372|20030311|2003 Jan|N/A|N/A|2003/02/28
1965240|19910528|1990 Dec|N/A|N/A|1990/12/01
5948593|19660619|1966 Mar|N/A|N/A|1966/03/01
5741650|19700424|1968 Jul|N/A|N/A|1968/07/01
8022059|19940729|1994 Mar|N/A|N/A|1994/03/01
6063345|19680128|1967 Jul 17|N/A|N/A|1967/07/17
2389359|19900926|1990 Aug|N/A|N/A|1990/08/01
28769399|N/A|1996 Oct|N/A|N/A|1996/10/01
4764092|19740214|1973 Nov|N/A|N/A|1973/11/01
14872672|20040215|1951 Sep 6|N/A|N/A|1951/09/06
13464597|20000701|1957 Jun 20|N/A|N/A|1957/06/20
8396381|19931004|1993 May|N/A|N/A|1993/05/01
31463286|N/A|2019 Jul|N/A|N/A|2019/08/30
29081472|20190603|2018 Feb 23|N/A|N/A|2017/10/31
10465246|19990914|1999|N/A|N/A|1999/08/28
1926027|19911107|1991 Aug|N/A|N/A|1991/08/01
2275167|19910225|1990 Apr|N/A|N/A|1990/04/01
13735432|19981101|1960 Jul-Aug|N/A|N/A|1960/07/01
14258769|19961201|1964 Sep|N/A|N/A|1964/09/01
33000201|20210503|2020 Nov|2017/11/07|2018/04/06|2020/10/02
3979945|19850523|1985 Feb|N/A|N/A|1985/02/01
32198051|20200505|2020 Jun 1|2020/02/11|2020/03/13|2020/03/22
13577467|20000701|1958 Jul|N/A|N/A|1958/07/01
9820996|19990120|1998 Oct|N/A|N/A|1998/11/20
1753511|19920130|1991 Oct|N/A|N/A|1991/10/01
8627262|19960624|1996 Apr|N/A|N/A|1996/04/01
4858853|19741107|1974 May 10|N/A|N/A|1974/05/10
2458581|19881020|1988 Jun|N/A|N/A|1988/06/01
14775065|20040215|1950 Sep 15|N/A|N/A|1950/09/15
33733808|20211021|2021 Apr 6|N/A|N/A|2021/03/19
17673678|20070914|2007 Aug 3|N/A|N/A|2007/08/04
9438900|19980227|1997 Dec|N/A|N/A|1998/01/24
1824212|19921015|1991 Nov|N/A|N/A|1991/11/01
31096848|20190828|2019|N/A|N/A|2019/05/18
25838022|20160125|2015 Mar 20|2014/07/28|2015/01/08|2015/04/04
4497798|19750419|1974 Sep|N/A|N/A|1974/09/01
23458239|20141204|2014 Apr|N/A|N/A|2013/03/06
31880981|20201221|2020 Jan 7|N/A|N/A|2019/12/28
32038752|N/A|2019 Nov|N/A|N/A|2020/02/11
30834480|20191224|2019 Jun|2018/12/16|2019/02/19|2019/03/06
4776887|19740403|1973 Dec 22|N/A|N/A|1973/12/22
17489301|20070605|2007 Jan-Mar|N/A|N/A|2007/05/11
19760349|20100226|2010 Jan|2009/05/28|2009/09/02|2009/09/18
8501556|19930629|1993 Jun|N/A|N/A|1993/06/01
29922709|N/A|2018 Aug|2018/04/27|2018/05/29|2018/06/21
11391955|20010621|2001 Apr|N/A|N/A|2001/06/08
15319023|20041026|2004 Summer|N/A|N/A|2004/08/21
2595426|19900123|1989 Dec|N/A|N/A|1989/12/01
14077129|19961201|1963 May|N/A|N/A|1963/05/01
32301586|20210621|2020 Jun|2019/11/16|2020/02/06|2020/04/18
492363|19791220|1979 Aug 18|N/A|N/A|1979/08/18
14106118|19961201|1964 Jan|N/A|N/A|1964/01/01
1271745|19760802|1976 Apr|N/A|N/A|1976/04/01
9951799|19990413|1998 Oct 1|N/A|N/A|1999/02/10
16330040|20060801|2006 Jan|2005/02/23|2005/06/25|2005/12/07
24804616|20150113|2014 Jul|2013/09/03|2014/03/13|2014/05/09
5670215|19681007|1968 May 6|N/A|N/A|1968/05/06
29276589|N/A|2017|2017/06/13|2017/11/02|2017/12/26
4348560|19730525|1973 Feb|N/A|N/A|1973/02/01
23926498|20130808|2011 Jan|2010/04/05|2010/08/21|2011/01/01
25352243|20151130|2015 Mar|2013/12/09|2014/08/16|2014/10/30
8287699|19940218|1993 Sep|N/A|N/A|1993/09/01
34227031|20220124|2022 Jan|2021/05/31|2021/06/15|2021/07/07
28987763|20180326|2018 Jan|2017/06/19|2017/10/03|2017/10/11
1514504|19920925|1992 Sep|N/A|N/A|1992/09/01
18933153|20081020|1947|N/A|N/A|1947/01/01
3020133|19861107|1986|N/A|N/A|1986/01/01
18403995|20080826|2008 May|N/A|N/A|2008/04/12
772582|19760706|1976 Apr|N/A|N/A|1976/04/01
2306002|19900316|1990 Jan|N/A|N/A|1990/01/01
2919517|19890324|1989 Jan|N/A|N/A|1989/01/01
4864909|19680226|1967 May|N/A|N/A|1967/05/01
2871380|19860612|1986 May 17|N/A|N/A|1986/05/17
5568862|19711106|1971 Aug|N/A|N/A|1971/08/01
17043012|20070123|2006 Oct 7|N/A|N/A|2006/10/18
30072006|20190821|2018 Aug 7|2018/03/28|2018/04/09|2018/08/04
4925702|19710413|1970 Oct 30|N/A|N/A|1970/10/30
10659666|20000215|1999 Dec|N/A|N/A|2000/02/05
6772919|19801021|1980 May-Jun|N/A|N/A|1980/05/01
26490086|20160930|2016 Jan|2014/10/06|2015/08/25|2015/10/23
6876548|19830920|1983 May|N/A|N/A|1983/05/01
14243239|19961201|1964 Jun|N/A|N/A|1964/06/01
30745312|20200226|2019 Feb|2018/08/29|2019/01/28|2019/02/13
15763043|20060306|2005 Apr|N/A|N/A|2005/03/15
19134286|20090813|2008 Dec|N/A|N/A|2009/01/13
13111006|20030501|1953 Sep 15|N/A|N/A|1953/09/15
166152|19750826|1975 May|N/A|N/A|1975/05/01
12498225|20030513|2002|N/A|N/A|2002/12/25
10955031|20000907|2000 Aug 15|N/A|N/A|2000/08/24
3906296|19860114|1985 Oct 12|N/A|N/A|1985/10/12
34669942|20220317|2022 Feb 22|2021/09/30|2021/10/05|2021/10/21
5030072|19720801|1972 Jun 4|N/A|N/A|1972/06/04
14305960|19961201|1965 Jul|N/A|N/A|1965/07/01
34155453|N/A|2021 May 17|N/A|N/A|2021/06/23
25672866|20160901|2015|N/A|N/A|2015/02/13
4199715|19731109|1973 Sep|N/A|N/A|1973/09/01
10802022|20000714|2000 May 15|N/A|N/A|2000/05/10
30647120|20191217|2019 Feb 4|2018/06/12|2018/12/20|2019/01/17
23233928|20130108|2012 Sep|N/A|N/A|2012/12/14
32288295|N/A|2012|N/A|N/A|2012/01/01
25554534|20150407|2015 Feb 15|2014/08/13|2014/11/12|2015/01/03
18725781|20081021|2008 Sep|N/A|N/A|2008/08/30
10364312|19990723|1999 Jul|N/A|N/A|1999/06/11
18513653|20080707|2008 May-Jun|N/A|N/A|2008/06/03
14219992|19961201|1964 Apr 17|N/A|N/A|1964/04/17
20005446|20100406|2009 Dec|N/A|2009/01/09|2009/12/17
843300|19770428|1977 Jan-Mar|N/A|N/A|1977/01/01
2772689|19891012|1989 Sep|N/A|N/A|1989/09/01
4190156|19700403|1968 May|N/A|N/A|1968/05/01
1649441|19910820|1991|N/A|N/A|1991/01/01
14454660|19981101|1961 Dec|N/A|N/A|1961/12/01
15155409|20040615|2004 Jun|N/A|N/A|2004/05/25
2044017|19910717|1991 Apr|N/A|N/A|1991/04/01
263937|19861215|1977 Jan|N/A|N/A|1977/01/01
18920535|20081016|1948 Jan|N/A|N/A|1948/01/01
17092674|20070130|2006 Oct|2006/05/24|2006/09/14|2006/11/10
18782607|20090109|2008 Nov 10|2008/06/05|2008/08/06|2008/09/11
33722228|20210527|2021 Mar 15|2020/12/23|2021/03/05|2021/03/17
20922534|20110624|2011 Jan|2009/07/30|2010/01/12|2010/10/06
23185659|20121128|2012 Sep|2012/04/24|2012/08/08|2012/11/28
34780887|20220126|2022 Jan 15|2021/11/05|2021/11/08|2021/11/16
426423|19790524|1979 Mar|N/A|N/A|1979/03/01
35264513|N/A|2022 Mar 10|N/A|N/A|2022/03/11
4632666|19730518|1972 Oct|N/A|N/A|1972/10/01
30546587|N/A|2015 Nov|2015/01/30|2015/07/07|2015/08/04
6390308|19850103|1984|N/A|N/A|1984/01/01
29453007|20180712|2018 Apr|2017/10/19|2018/01/30|2018/02/18
1849988|19910517|1991 Feb|N/A|N/A|1991/02/01
32047794|N/A|2020 Jan 26|2019/09/19|2019/12/22|2020/02/13
30122502|20190723|2019 Jan 1|2018/03/20|2018/07/30|2018/08/21
28267556|20170531|2017 Apr|2016/09/18|2017/01/24|2017/03/08
11477833|20010927|1998 Aug|N/A|N/A|2001/08/02
14032948|19981101|1962|N/A|N/A|1962/01/01
33953477|N/A|2021 Jan 22|N/A|N/A|2021/05/07
23460527|20131018|2013 Apr|2012/08/14|2013/01/20|2013/03/06
4641909|19730217|1972|N/A|N/A|1972/01/01
3573304|19870601|1986 Nov|N/A|N/A|1986/11/01
17116768|20070103|2006 Dec 12|N/A|N/A|2006/11/23
15643098|20050408|2005 Feb|N/A|N/A|2005/01/12
20367970|20100817|2010 Mar 2|N/A|N/A|2010/04/07
22388951|20121212|2012 Aug|2011/12/02|2012/02/20|2012/03/06
31676698|20201204|2019 Dec|N/A|N/A|2019/11/05
4920773|19710106|1970 Nov|N/A|N/A|1970/11/01
31902242|20200811|2020 Feb 11|N/A|N/A|2020/01/07
30206470|N/A|2018 Aug|N/A|N/A|2018/09/13
18914915|20081016|1947 Dec 1|N/A|N/A|1947/12/01
5687770|19681220|1968 Aug 30|N/A|N/A|1968/08/30
8390720|19930720|1993|N/A|N/A|1993/01/01
1529185|19921022|1992 Aug 11|N/A|N/A|1992/08/11
12123771|20021009|2002 Aug 1|N/A|N/A|2002/07/19
24931010|20150514|2014 Sep|N/A|N/A|2014/06/17
26717912|20170131|2016 Apr|2015/10/11|2015/12/15|2016/01/01
9539866|19980416|1998 Jan|N/A|N/A|1998/04/16
4329531|19711221|1970 Aug 21|N/A|N/A|1970/08/21
2993727|19851004|1985 Jun|N/A|N/A|1985/06/01
33961130|20210520|2021 May 7|N/A|2021/03/09|2021/05/08
11052875|20010215|2000 Oct|N/A|N/A|2000/10/29
24604793|20141022|2014 Mar 6|N/A|N/A|2014/03/08
13225124|20030501|1954 Aug|N/A|N/A|1954/08/01
32468976|20210621|2020 Jul|N/A|N/A|2020/05/30
5989918|19680404|1966 Jun 30|N/A|N/A|1966/06/30
14984720|20040921|2004 Mar 1|2003/05/16|2003/10/08|2004/02/27
5566346|19711028|1971 Jul|N/A|N/A|1971/07/01
4867729|19680503|1968 Mar 15|N/A|N/A|1968/03/15
18797164|20090608|2009|2008/06/24|2008/07/18|2008/09/18
11109414|20001220|2000 Nov 3|N/A|N/A|2000/12/08
220934|19790725|1979|N/A|N/A|1979/01/01
7610674|19950817|1995|N/A|N/A|1995/01/01
4985631|19700526|1969 Jul-Aug|N/A|N/A|1969/07/01
1099888|19751122|1975 Sep|N/A|N/A|1975/09/01
26710509|20160202|2015 Sep-Oct|N/A|N/A|2015/12/30
11938826|20030110|2000 Nov|N/A|N/A|2002/04/10
33236709|20220208|2020 Nov 23|2020/04/27|2020/10/02|2020/11/26
2405039|19900313|1990 Feb|N/A|N/A|1990/02/01
2593481|19900125|1989 Sep|N/A|N/A|1989/09/01
7084008|19820826|1982 Mar|N/A|N/A|1982/03/01
6434106|19841109|1984 Sep 29|N/A|N/A|1984/09/29
17622361|20070801|2007|N/A|N/A|2007/07/12
2231859|19901218|1990 Oct|N/A|N/A|1990/10/01
34064728|20211115|2021 May 11|2021/03/22|2021/04/28|2021/06/03
25673331|20160126|2015 Apr 21|N/A|N/A|2015/02/13
18300812|20080408|2008 Mar|N/A|N/A|2008/02/28
9195567|19970821|1997 Jun|N/A|N/A|1997/06/01
21223554|20110404|2011 Jan 11|2010/09/03|2011/01/11|2011/01/13
6015100|19690629|1966 Nov 4|N/A|N/A|1966/11/04
3798350|19870218|1986|N/A|N/A|1986/01/01
7405294|19801021|1980 Jan 1|N/A|N/A|1980/01/01
15416564|20040930|1950 Apr 21|N/A|N/A|1950/04/21
11716247|20021122|2001 Nov|N/A|N/A|2001/11/22
34622620|20211011|2021 Sep 25|N/A|N/A|2021/10/09
13749764|19981101|1961 May 31|N/A|N/A|1961/05/31
23830649|20131021|2013 Jul|N/A|N/A|2013/07/09
33531958|N/A|2020 Jul-Sep|2020/03/06|2020/07/03|2021/02/04
30870874|20190424|2019 Mar|N/A|N/A|2019/03/15
8830464|19961016|1995|N/A|N/A|1995/01/01
23789715|20150402|2013 Dec|2012/12/07|2013/06/14|2013/06/25
12538163|20030304|2002 Dec|N/A|N/A|2003/01/23
17588233|20071113|2007 Nov|N/A|N/A|2007/06/26
14252381|19961201|1965 Feb 25|N/A|N/A|1965/02/25
26717340|20160408|2015 Dec|N/A|N/A|2015/12/31
20075576|20100806|2010|N/A|N/A|2010/01/16
32216921|20201204|2020 Mar 31|2019/12/06|2019/12/09|2020/03/29
12069070|20030110|2002 May|N/A|N/A|2002/06/19
9352435|19971222|1997 Aug|N/A|N/A|1997/08/01
4619911|19760402|1973|N/A|N/A|1973/01/01
7601619|19950810|1995 May|N/A|N/A|1995/05/01
21684025|20131022|2013 Jan 20|2010/12/21|2011/05/13|2011/06/21
31361205|20200311|2019 Sep|N/A|N/A|2019/07/31
6507031|19841226|1984 Sep|N/A|N/A|1984/09/01
25320326|20150316|2015 Jan|N/A|N/A|2014/10/17
21671950|20111219|2011 Aug|N/A|N/A|2011/06/16
31020180|N/A|2018 Dec|2018/05/24|2018/09/03|2019/04/26
5631389|19680808|1967 Nov|N/A|N/A|1967/11/01
14278296|19961201|1965 Feb|N/A|N/A|1965/02/01
9209945|19970819|1997 Jun 27|N/A|N/A|1997/06/27
20535115|20101021|2010 Jul|N/A|N/A|2010/06/11
1155436|19751106|1975 Jul|N/A|N/A|1975/07/01
29610172|20190503|2018 Apr|N/A|2017/07/07|2018/04/04
34317309|N/A|2020 Apr|2019/10/09|2019/12/26|2020/04/15
28667492|20171227|2017 Aug|N/A|N/A|2017/07/02
22158457|20121113|2011 Dec|N/A|N/A|2011/12/14
14337398|19961201|1965 May-Jun|N/A|N/A|1965/05/01
30155494|20190218|2018|2018/06/19|2018/06/19|2018/08/30
28197294|N/A|2016 Dec|N/A|2016/07/21|2017/02/16
934712|19760823|1976|N/A|N/A|1976/01/01
34213542|20210811|2021 Jul 2|N/A|N/A|2021/07/03
1324535|19920922|1992 Feb|N/A|N/A|1992/02/01
4719770|19730926|1973 Mar|N/A|N/A|1973/03/01
173274|19760219|1975 Sep|N/A|N/A|1975/09/01
14739765|20040517|2004 Jan|N/A|N/A|2004/01/24
13335812|20030501|1956 Mar 14|N/A|N/A|1956/03/14
22663959|20121022|2012 Feb|2011/07/19|2012/01/12|2012/06/06
1333360|19930106|1992|N/A|N/A|1992/01/01
33179448|20210701|2021 Feb|2020/06/16|2020/10/22|2020/11/13
5730689|19690822|1968 Oct 19|N/A|N/A|1968/10/19
24560214|20141203|2014 Mar|2013/09/03|2013/10/10|2014/02/25
3784689|19861223|1986 Nov|N/A|N/A|1986/11/01
6278380|19820527|1982 Jan 31|N/A|N/A|1982/01/31
34606637|20220221|2022 Feb|2020/10/26|2021/09/14|2021/10/05
7663597|19951012|1995 Jul|N/A|N/A|1995/07/01
5681605|19681129|1968 Mar|N/A|N/A|1968/03/01
30563577|20191016|2018 Dec 18|2018/08/04|2018/12/03|2018/12/20
7118038|19821202|1982 Jul 22|N/A|N/A|1982/07/22
29036974|20190211|2017 Sep 24|N/A|N/A|2017/10/19
6519255|19850308|1984 Nov-Dec|N/A|N/A|1984/11/01
10881329|20001026|2000|N/A|N/A|2000/07/06
20170662|20101202|2010 Sep|2010/01/30|2010/02/04|2010/02/23
3392340|19880825|1988 Aug|N/A|N/A|1988/08/01
12993695|20030501|1952 Sep 5|N/A|N/A|1952/09/05
6216355|19830127|1982|N/A|N/A|1982/01/01
28412429|20190826|2018 Jan|2017/02/21|2017/03/09|2017/04/17
25845796|20150430|2015 Mar 28|N/A|N/A|2015/04/08
7355326|19800425|1980 Feb|N/A|N/A|1980/02/01
32986994|20210218|2020 Dec|2020/06/26|2020/09/19|2020/09/29
25028351|20140930|2014 Jul|N/A|N/A|2014/07/17
420080|19790425|1979 Mar|N/A|N/A|1979/03/01
4175245|19681025|1968 Mar|N/A|N/A|1968/03/01
3835861|19860722|1985 Sep|N/A|N/A|1985/09/01
13661089|20000701|1959 Jul|N/A|N/A|1959/07/01
3746067|19860929|1986 Mar|N/A|N/A|1986/03/01
13434269|20020501|1957|N/A|N/A|1957/01/01
14676495|20040429|2003 Dec|N/A|N/A|2003/12/17
1956116|19920102|1991 Jul|N/A|N/A|1991/07/01
22368590|20120823|2000 Oct|N/A|N/A|2000/10/01
14493632|19981101|1961 Nov 5|N/A|N/A|1961/11/05
8354819|19930923|1993 Sep|N/A|N/A|1993/09/01
18950357|20090102|2008 Nov|N/A|N/A|2008/10/28
1603700|19920716|1992 Apr|N/A|N/A|1992/04/01
2035959|19910626|1991|N/A|N/A|1991/01/01
8983758|19970103|1995 Sep-Dec|N/A|N/A|1995/09/01
7825284|19950216|1994 Sep|N/A|N/A|1994/09/01
21179307|20110714|2010 Nov 26|2010/08/11|2010/11/04|2010/12/24
27009690|20170420|2016 May|N/A|N/A|2016/03/25
3448168|19880531|1987 Jun|N/A|N/A|1987/06/01
6247840|19800825|1980 Jan-Mar|N/A|N/A|1980/01/01
5846709|19660212|1965 May-Jun|N/A|N/A|1965/05/01
2805967|19891208|1989 May|N/A|N/A|1989/05/01
4214454|19750110|1974 Dec|N/A|N/A|1974/12/01
11828796|20020215|2002 Jan|N/A|N/A|2002/02/07
983932|19761230|1976 Nov|N/A|N/A|1976/11/01
3833766|19860530|1985 May|N/A|N/A|1985/05/01
32671752|20200907|2020|N/A|N/A|2020/07/17
14532945|20031023|2003 Sep|N/A|N/A|2003/10/09
6244712|19800530|1980 Jan|N/A|N/A|1980/01/01
34465337|20211210|2021 Aug 31|2021/06/30|2021/08/12|2021/09/02
14336786|19961201|1965 Jul|N/A|N/A|1965/07/01
26968341|20170522|2016 May|2015/09/03|2015/12/15|2016/03/13
27420936|20170208|2016 Jun 20|N/A|N/A|2016/07/16
28618428|20170804|2017|2016/12/01|2017/04/13|2017/06/16
28664677|20180521|2017 Oct|2017/02/21|2017/06/26|2017/07/01
12418752|20030206|2002 Oct|N/A|N/A|2002/11/07
15687123|20050711|2005 Feb 1|N/A|N/A|2005/02/03
2741518|19890801|1989 Apr 15|N/A|N/A|1989/04/15
20359606|20100601|2010 Apr 6|2009/11/24|2009/11/25|2010/04/03
26027784|20160517|2015 Aug|2014/12/05|2015/05/22|2015/06/02
30975785|20190807|2019 Apr 11|N/A|N/A|2019/04/13
5381877|19700617|1969 Dec|N/A|N/A|1969/12/01
13702628|19981101|1961 Jan 5|N/A|N/A|1961/01/05
9132848|19970428|1996 Nov|N/A|N/A|1996/11/01
8820681|19961204|1996 Jan-Feb|N/A|N/A|1996/01/01
24910904|20150306|2014 Nov|N/A|N/A|2014/06/10
10077512|19990415|1999 Mar 16|N/A|N/A|1999/03/17
23173909|20140114|2013 Apr|2012/06/25|2012/10/09|2012/11/24
8388522|19930622|1993 Apr|N/A|N/A|1993/04/01
4316959|19700830|1970 Aug 1|N/A|N/A|1970/08/01
34351881|20210809|2021 Aug 6|N/A|N/A|2021/08/06
8331803|19930817|1993 May|N/A|N/A|1993/05/01
4431144|19750215|1974 Jul|N/A|N/A|1974/07/01
34677197|N/A|2021 Oct 5|2021/08/01|2021/09/29|2021/10/23
17257498|20070320|2006 Dec|N/A|N/A|2007/01/30
2299069|19900313|1990 Feb|N/A|N/A|1990/02/01
14940513|20040215|1952 Feb 6|N/A|N/A|1952/02/06
27199061|20180802|2016 May 24|2016/02/23|2016/03/01|2016/05/21
24656644|20150331|2014 Jul|2014/01/12|2014/02/14|2014/03/25
5405007|19710701|1969 Jan-Dec|N/A|N/A|1969/01/01
4940090|19720108|1971 Jul|N/A|N/A|1971/07/01
13015132|20030501|1952 Feb 10|N/A|N/A|1952/02/10
34069561|N/A|2021 May 19|2021/02/21|2021/03/23|2021/06/03
14832525|20040215|1951 Jun|N/A|N/A|1951/06/01
34546457|20220303|2022 Feb|2021/06/15|2021/09/03|2021/09/22
5792897|19690824|1969 Jun|N/A|N/A|1969/06/01
13837412|19981101|1959 Oct|N/A|N/A|1959/10/01
278322|19781018|1978 Aug|N/A|N/A|1978/08/01
15602438|20160423|2004|N/A|N/A|2004/12/17
10608592|20000107|1999 Nov-Dec|N/A|N/A|1999/12/23
2125666|19910227|1990 Sep|N/A|N/A|1990/09/01
2418775|19860318|1985 Dec|N/A|N/A|1985/12/01
20223398|20100506|2010 Mar|2008/12/10|2008/12/13|2010/03/13
24263348|20141027|2014 Mar|2013/08/15|2013/11/11|2013/11/23
34382080|20220103|2021 Dec 1|2021/07/01|2021/08/02|2021/08/13
4307325|19690822|1968 Nov 14|N/A|N/A|1968/11/14
14295693|19961201|1964|N/A|N/A|1964/01/01
25468248|20150818|2014 Dec|2014/07/11|2014/11/03|2014/12/04
9294924|19971022|1997|N/A|N/A|1997/01/01
5426089|19700820|1970|N/A|N/A|1970/01/01
31982265|20200826|2019 Nov|2018/09/24|2019/01/13|2020/01/27
27725476|20170223|2016 Oct 25|N/A|N/A|2016/10/28
16940851|20061017|2006 Sep|N/A|N/A|2006/08/31
29061186|20180620|2017 Oct 24|2017/03/10|2017/09/20|2017/10/25
23422782|20130827|2013 Mar|N/A|N/A|2013/02/21
34229446|20220103|2021 Aug 10|N/A|N/A|2021/07/08
17971932|20090105|2007 Sep|N/A|N/A|2007/11/01
20386074|20100719|2010|N/A|N/A|2010/04/14
16710898|20061221|2006|N/A|N/A|2006/05/20
16041459|20060302|2005 Jul|N/A|N/A|2005/07/26
13407161|20020501|1957 Feb|N/A|N/A|1957/02/01
23702697|20150521|2014 May|2012/12/12|2013/05/10|2013/05/25
2371178|19900822|1990|N/A|N/A|1990/01/01
1062117|19760410|1975|N/A|N/A|1975/01/01
11343980|20010719|2001 May|N/A|N/A|2001/05/10
152962|19790223|1978 Dec|N/A|N/A|1978/12/01
4153288|19741219|1974 Sep|N/A|N/A|1974/09/01
33516948|20220110|2021 Jun|2020/04/25|2021/01/19|2021/02/01
15519031|20050118|2004 Nov 2|N/A|N/A|2004/11/03
16796528|20060829|2006 Jun|N/A|N/A|2006/06/27
33101950|N/A|2020 Oct|N/A|N/A|2020/10/27
12744050|20030611|2002 Dec|N/A|N/A|2003/05/15
31791061|20200831|2020 Mar 3|N/A|N/A|2019/12/04
958293|19761101|1976 Oct 14|N/A|N/A|1976/10/14
17386886|20070518|2006 Apr|N/A|N/A|2007/03/28
7316140|19820222|1981 Nov|N/A|N/A|1981/11/01
2157783|19900517|1990 Apr|N/A|N/A|1990/04/01
15550215|20050804|2004 Nov|N/A|N/A|2004/11/20
1226472|19760802|1975 Apr|N/A|N/A|1975/04/01
4240168|19690902|1968|N/A|N/A|1968/01/01
13284186|20030501|1956 Jan|N/A|N/A|1956/01/01
28276219|20170705|2016|N/A|N/A|2016/01/01
21863535|20111118|2011 Oct|N/A|N/A|2011/08/25
18357770|20080519|2008|N/A|N/A|2008/03/25
15617254|20090428|1997 Dec|N/A|N/A|2004/12/25
4972581|19690117|1967 Jul-Sep|N/A|N/A|1967/07/01
6004665|19690822|1966|N/A|N/A|1966/01/01
12909557|20040129|2003 Sep|N/A|N/A|2003/08/12
5650110|19680709|1968 Feb 16|N/A|N/A|1968/02/16
23524509|20130923|2013 Mar 25|N/A|N/A|2013/03/26
13080180|20030501|1953 Sep|N/A|N/A|1953/09/01
1116456|19750609|1975 Feb 21|N/A|N/A|1975/02/21
30583602|N/A|2018 Dec 23|2018/11/23|2018/12/21|2018/12/26
3516327|19860606|1986 Apr|N/A|N/A|1986/04/01
10966208|20001214|2000 Aug|N/A|N/A|2000/08/31
30891599|20201006|2019 Jul 1|2018/08/08|2019/02/21|2019/03/21
24212383|20141021|2014 Feb|2013/05/13|2013/09/17|2013/11/12
30539745|20191015|2019 Jan 1|2018/07/26|2018/09/18|2018/12/13
3776116|19861212|1986 Sep-Oct|N/A|N/A|1986/09/01
5170992|19720108|1971 Jul|N/A|N/A|1971/07/01
14131805|19961201|1964 Jan|N/A|N/A|1964/01/01
19455260|20090811|2009 Mar|N/A|N/A|2009/05/21
28532506|20180108|2017 May 22|2016/11/18|2017/05/11|2017/05/24
4425607|19750127|1974 Sep|N/A|N/A|1974/09/01
30795818|20200331|2019 Feb 22|2018/12/12|2019/02/13|2019/02/24
16107209|20060329|2005 Aug 17|2005/06/14|2005/08/17|2005/08/19
20557664|20110125|2010 Oct|N/A|N/A|2010/06/19
23076423|20140701|2013 Nov|N/A|N/A|2012/10/19
21383594|20111010|2011 Mar|N/A|N/A|2011/03/09
3364341|19880527|1988 May|N/A|N/A|1988/05/01
1246854|19760324|1976 Jan|N/A|N/A|1976/01/01
23220333|20130415|2013 Feb 15|N/A|N/A|2012/12/12
4026601|19850904|1985 Jun|N/A|N/A|1985/06/01
22197982|20121101|2012 Sep|N/A|N/A|2011/12/27
24837094|20150330|2014 Jul|2014/01/15|2014/05/14|2014/05/20
14077566|19961201|1963 Jul|N/A|N/A|1963/07/01
27768229|20170328|2017 Jan|2016/06/27|2016/09/04|2016/10/22
32286878|20200826|2020 Jul|N/A|N/A|2020/04/15
31984561|20200720|2020 May|2019/07/26|2019/11/19|2020/01/28
29579589|20180706|2018 May 15|2018/02/12|2018/02/19|2018/03/27
12236317|20030326|2002|N/A|N/A|2002/09/19
28695986|20190809|2018 Jan|N/A|N/A|2017/07/12
15689136|20050414|2004 Oct-Dec|N/A|N/A|2005/02/04
7966991|19941213|1993|N/A|N/A|1993/01/01
22350773|20120802|2012 May|N/A|N/A|2012/02/22
13320513|20030501|1956 Jun|N/A|N/A|1956/06/01
34860360|20220218|2022 Mar|2021/09/13|2021/11/25|2021/12/04
6514397|19850205|1984 Jul|N/A|N/A|1984/07/01
6701646|19840424|1984|N/A|N/A|1984/01/01
12139138|20020905|2002 Jun|N/A|N/A|2002/07/26
5314183|19710720|1971|N/A|N/A|1971/01/01
4906093|19700403|1968 May-Jun|N/A|N/A|1968/05/01
27927755|20170615|2016 Dec|2016/05/05|2016/11/17|2016/12/09
25991807|20150803|2015 May|N/A|N/A|2015/05/21
34569072|20211119|2021 Dec|2021/07/09|2021/08/12|2021/09/28
16164793|20060112|2005 Oct|N/A|2005/03/18|2005/09/17
7923693|19941110|1994 Oct|N/A|N/A|1994/10/01
10869949|20000908|2000 Jul|N/A|N/A|2000/06/28
8469827|19930511|1993 Mar|N/A|N/A|1993/03/01
9121842|19970424|1997 Feb|N/A|N/A|1997/02/01
8246729|19931230|1993|N/A|N/A|1993/01/01
31883926|20210406|2020 Jul|2019/08/21|2019/12/17|2019/12/31
41288|19800124|1979|N/A|N/A|1979/01/01
27323110|20170210|2016 Jun 3|N/A|N/A|2016/06/21
15452595|20050217|2004 Apr|N/A|N/A|2004/09/29
14941404|20040215|1952 Mar 21|N/A|N/A|1952/03/21
